timestamp,graph_type,place_name or coordinates,odtc_time,odtc_central_nodes_count,total_origin_nodes,total_dest_nodes,total_odtc_nodes,tc_time,tc_central_nodes_count,total_tc_nodes
2025-03-27T17:51:46.775393,Grid,"Tondo, Manila",0.0819602,37,51,93,379,0.51217985,30,379
2025-03-27T17:51:50.538283,Grid,"Tondo, Manila",0.0821023,37,51,93,379,0.51557827,30,379
2025-03-27T17:51:54.245317,Grid,"Tondo, Manila",0.08325744,37,51,93,379,0.52043366,30,379
2025-03-27T17:51:57.942463,Grid,"Tondo, Manila",0.0826714,37,51,93,379,0.51561213,30,379
2025-03-27T17:52:01.697973,Grid,"Tondo, Manila",0.08290958,37,51,93,379,0.51975536,30,379
2025-03-27T17:52:05.388518,Grid,"Tondo, Manila",0.08281803,37,51,93,379,0.51667356,30,379
2025-03-27T17:52:09.132399,Grid,"Tondo, Manila",0.08265352,37,51,93,379,0.51740694,30,379
2025-03-27T17:52:12.889168,Grid,"Tondo, Manila",0.08244753,37,51,93,379,0.51727676,30,379
2025-03-27T17:52:16.584533,Grid,"Tondo, Manila",0.08301997,37,51,93,379,0.52621055,30,379
2025-03-27T17:52:20.331046,Grid,"Tondo, Manila",0.08272433,37,51,93,379,0.52011991,30,379
2025-03-27T17:52:24.089566,Grid,"Tondo, Manila",0.08427906,37,51,93,379,0.53029037,30,379
2025-03-27T17:52:27.842599,Grid,"Tondo, Manila",0.08231187,37,51,93,379,0.52102566,30,379
2025-03-27T17:52:31.523176,Grid,"Tondo, Manila",0.08314419,37,51,93,379,0.52273178,30,379
2025-03-27T17:52:35.258910,Grid,"Tondo, Manila",0.08218265,37,51,93,379,0.522264,30,379
2025-03-27T17:52:38.998196,Grid,"Tondo, Manila",0.08540845,37,51,93,379,0.52695751,30,379
2025-03-27T17:52:42.668523,Grid,"Tondo, Manila",0.08162069,37,51,93,379,0.51658726,30,379
2025-03-27T17:52:46.435427,Grid,"Tondo, Manila",0.08194685,37,51,93,379,0.52165198,30,379
2025-03-27T17:52:50.235241,Grid,"Tondo, Manila",0.08174038,37,51,93,379,0.51406169,30,379
2025-03-27T17:52:53.925675,Grid,"Tondo, Manila",0.08298492,37,51,93,379,0.52126908,30,379
2025-03-27T17:52:57.677899,Grid,"Tondo, Manila",0.08306861,37,51,93,379,0.51754236,30,379
2025-03-27T17:53:01.444053,Grid,"Tondo, Manila",0.08286905,37,51,93,379,0.53121495,30,379
2025-03-27T17:53:05.182295,Grid,"Tondo, Manila",0.08252501,37,51,93,379,0.51509356,30,379
2025-03-27T17:53:08.846669,Grid,"Tondo, Manila",0.08287477,37,51,93,379,0.52229452,30,379
2025-03-27T17:53:12.608281,Grid,"Tondo, Manila",0.08255625,37,51,93,379,0.5200479,30,379
2025-03-27T17:53:16.336583,Grid,"Tondo, Manila",0.08273029,37,51,93,379,0.51392674,30,379
2025-03-27T17:53:20.044188,Grid,"Tondo, Manila",0.08296847,37,51,93,379,0.52095938,30,379
2025-03-27T17:53:23.794961,Grid,"Tondo, Manila",0.08280754,37,51,93,379,0.52150154,30,379
2025-03-27T17:53:27.545106,Grid,"Tondo, Manila",0.08231425,37,51,93,379,0.51595259,30,379
2025-03-27T17:53:31.263288,Grid,"Tondo, Manila",0.08551216,37,51,93,379,0.53583288,30,379
2025-03-27T17:53:35.016207,Grid,"Tondo, Manila",0.08216524,37,51,93,379,0.5146811,30,379
2025-03-27T17:53:38.781361,Grid,"Tondo, Manila",0.08286238,37,51,93,379,0.51717925,30,379
2025-03-27T17:53:42.536416,Grid,"Tondo, Manila",0.08969879,37,51,93,379,0.51813555,30,379
2025-03-27T17:53:46.272392,Grid,"Tondo, Manila",0.08256578,37,51,93,379,0.5237031,30,379
2025-03-27T17:53:50.028644,Grid,"Tondo, Manila",0.08188748,37,51,93,379,0.51544237,30,379
