timestamp,graph_type,place_name or coordinates,odtc_time,odtc_central_nodes_count,total_origin_nodes,total_dest_nodes,total_odtc_nodes,tc_time,tc_central_nodes_count,total_tc_nodes
2025-03-27T11:20:50.491441,Grid,"Quiapo, Manila",0.04142451,10,18,25,170,0.07020259,10,170
2025-03-27T11:20:51.313444,Grid,"Quiapo, Manila",0.04166365,10,18,25,170,0.0709157,10,170
2025-03-27T11:20:52.068139,Grid,"Quiapo, Manila",0.04174542,10,18,25,170,0.07264757,10,170
2025-03-27T11:20:52.842238,Grid,"Quiapo, Manila",0.04217958,10,18,25,170,0.07214475,10,170
2025-03-27T11:20:53.650798,Grid,"Quiapo, Manila",0.0414052,10,18,25,170,0.07116437,10,170
2025-03-27T11:20:54.390853,Grid,"Quiapo, Manila",0.04194427,10,18,25,170,0.07228875,10,170
2025-03-27T11:20:55.154063,Grid,"Quiapo, Manila",0.04115605,10,18,25,170,0.0703485,10,170
2025-03-27T11:20:55.898869,Grid,"Quiapo, Manila",0.04160166,10,18,25,170,0.07123637,10,170
2025-03-27T11:20:56.730279,Grid,"Quiapo, Manila",0.04112029,10,18,25,170,0.07066751,10,170
2025-03-27T11:20:57.466814,Grid,"Quiapo, Manila",0.04094863,10,18,25,170,0.0710094,10,170
2025-03-27T11:20:58.201118,Grid,"Quiapo, Manila",0.04113698,10,18,25,170,0.07049394,10,170
2025-03-27T11:20:58.950284,Grid,"Quiapo, Manila",0.04094386,10,18,25,170,0.07033253,10,170
2025-03-27T11:20:59.762163,Grid,"Quiapo, Manila",0.04159045,10,18,25,170,0.07099605,10,170
2025-03-27T11:21:00.514299,Grid,"Quiapo, Manila",0.04127717,10,18,25,170,0.07075787,10,170
2025-03-27T11:21:01.274111,Grid,"Quiapo, Manila",0.04124093,10,18,25,170,0.06979465,10,170
2025-03-27T11:21:02.084062,Grid,"Quiapo, Manila",0.04136658,10,18,25,170,0.07162094,10,170
2025-03-27T11:21:02.817089,Grid,"Quiapo, Manila",0.04107666,10,18,25,170,0.07147074,10,170
2025-03-27T11:21:03.571371,Grid,"Quiapo, Manila",0.04165268,10,18,25,170,0.07153153,10,170
2025-03-27T11:21:04.390762,Grid,"Quiapo, Manila",0.04113793,10,18,25,170,0.06995153,10,170
2025-03-27T11:21:05.145222,Grid,"Quiapo, Manila",0.04145956,10,18,25,170,0.07241797,10,170
2025-03-27T11:21:05.888452,Grid,"Quiapo, Manila",0.04120517,10,18,25,170,0.07161665,10,170
2025-03-27T11:21:06.623165,Grid,"Quiapo, Manila",0.0414567,10,18,25,170,0.07108188,10,170
2025-03-27T11:21:07.437274,Grid,"Quiapo, Manila",0.04133272,10,18,25,170,0.07194424,10,170
2025-03-27T11:21:08.182692,Grid,"Quiapo, Manila",0.041291,10,18,25,170,0.07151985,10,170
2025-03-27T11:21:08.925036,Grid,"Quiapo, Manila",0.04172468,10,18,25,170,0.07093072,10,170
2025-03-27T11:21:09.739449,Grid,"Quiapo, Manila",0.04158306,10,18,25,170,0.0710783,10,170
